#"Time (ps)" "Potential Energy (kJ/mole)" "Temperature (K)" "Box Volume (nm^3)" "Density (g/mL)" "Speed (ns/day)" "Elapsed Time (s)"
1.0000000000000007 -3585830.017540251 282.31041328601816 148.37410801535628 1.8562200248406568 0 0.0006377696990966797
1.9999999999998905 -3584156.0480220914 290.7497181731536 148.37410801535628 1.8562200248406568 95.4 0.9058432579040527
2.9999999999997806 -3583798.7001722837 296.7410303884318 148.37410801535628 1.8562200248406568 95.9 1.8024749755859375
3.9999999999996705 -3582673.738231604 295.0623998724423 148.37410801535628 1.8562200248406568 97.5 2.659351110458374
5.000000000000004 -3583654.0482045244 300.2222080180244 148.37410801535628 1.8562200248406568 96.9 3.5654613971710205
6.000000000000338 -3582621.0236917874 298.5056815325618 148.37410801535628 1.8562200248406568 97 4.455471754074097
7.000000000000672 -3582265.413794772 297.69632535049954 148.37410801535628 1.8562200248406568 97.5 5.318661689758301
8.000000000001005 -3582905.9806528655 299.83202159665456 148.37410801535628 1.8562200248406568 97.9 6.176279067993164
9.000000000000451 -3582774.101186148 301.7398425445943 148.37410801535628 1.8562200248406568 97.6 7.079015493392944
9.999999999999897 -3582121.824665354 297.9806023283268 148.37410801535628 1.8562200248406568 98 7.936643600463867
10.999999999999343 -3582677.5891797408 297.4470431272995 148.37410801535628 1.8562200248406568 98.2 8.794946193695068
11.999999999998789 -3582921.4961336125 299.0752933807974 148.37410801535628 1.8562200248406568 97.3 9.763935327529907
12.999999999998234 -3582860.7609970057 300.4852820446807 148.37410801535628 1.8562200248406568 97.6 10.620774269104004
13.99999999999768 -3581821.5697704917 299.6694465577547 148.37410801535628 1.8562200248406568 97.8 11.48005723953247
14.999999999997126 -3582036.6411162 299.20899516491465 148.37410801535628 1.8562200248406568 98.1 12.335581541061401
15.999999999996572 -3582307.6726996936 302.7200228126639 148.37410801535628 1.8562200248406568 97.9 13.237417697906494
16.999999999997794 -3582725.8665892365 300.52706244174095 148.37410801535628 1.8562200248406568 98.1 14.094629049301147
17.999999999999016 -3582579.2893782603 300.49724176073005 148.37410801535628 1.8562200248406568 97.5 15.05739974975586
19.000000000000238 -3583082.9899878902 299.63361793597016 148.37410801535628 1.8562200248406568 97.4 15.963191747665405
20.00000000000146 -3582974.4048480806 297.3175390365245 148.37410801535628 1.8562200248406568 97.6 16.819171905517578
21.000000000002682 -3583849.491109161 301.3794659518781 148.37410801535628 1.8562200248406568 97.7 17.679471969604492
22.000000000003904 -3583464.0291510364 299.017509211947 148.37410801535628 1.8562200248406568 97.9 18.53643822669983
23.000000000005127 -3582636.368035419 296.98479256414777 148.37410801535628 1.8562200248406568 97.8 19.438477754592896
24.00000000000635 -3583138.5466625616 294.16416879099165 148.37410801535628 1.8562200248406568 97.7 20.348044872283936
25.00000000000757 -3583216.9958173684 300.4043095886292 148.37410801535628 1.8562200248406568 97.8 21.208438634872437
26.000000000008793 -3583040.6338904463 299.4706369606647 148.37410801535628 1.8562200248406568 97.7 22.112252712249756
27.000000000010015 -3582728.5795110315 303.1940245175288 148.37410801535628 1.8562200248406568 97.8 22.97558617591858
28.000000000011237 -3582851.1447809646 300.19362144997774 148.37410801535628 1.8562200248406568 97.8 23.843307495117188
29.00000000001246 -3582716.251949775 303.06539296514984 148.37410801535628 1.8562200248406568 97.9 24.702770233154297
30.00000000001368 -3582682.865920257 301.7825561332684 148.37410801535628 1.8562200248406568 97.9 25.606550693511963
31.000000000014904 -3583325.568577172 296.56991672900733 148.37410801535628 1.8562200248406568 97.9 26.466445446014404
32.00000000001612 -3583451.7017012583 297.4233304300691 148.37410801535628 1.8562200248406568 98 27.325637340545654
33.00000000001379 -3583065.279129695 298.6092573137822 148.37410801535628 1.8562200248406568 97.9 28.22990369796753
34.00000000001146 -3583184.540225518 300.29172882905385 148.37410801535628 1.8562200248406568 98 29.091384887695312
35.00000000000913 -3582642.44771484 303.0419622149396 148.37410801535628 1.8562200248406568 98.1 29.94889545440674
36.0000000000068 -3582703.825510947 300.4346628194238 148.37410801535628 1.8562200248406568 97.9 30.893776893615723
37.00000000000447 -3582327.6030205847 299.7960009496767 148.37410801535628 1.8562200248406568 97.8 31.79541802406311
38.00000000000214 -3582303.255105844 298.114646729539 148.37410801535628 1.8562200248406568 97.9 32.65713119506836
38.99999999999981 -3581899.413378671 299.48961529221486 148.37410801535628 1.8562200248406568 98 33.51602816581726
39.99999999999748 -3582519.132043222 301.44178556522047 148.37410801535628 1.8562200248406568 97.9 34.417797803878784
40.99999999999515 -3582165.5669387258 294.36071795485657 148.37410801535628 1.8562200248406568 98 35.27869486808777
41.999999999992816 -3582596.752214078 300.48256325745245 148.37410801535628 1.8562200248406568 97.8 36.221566915512085
42.999999999990486 -3581998.853064239 298.5530129874561 148.37410801535628 1.8562200248406568 97.9 37.08257174491882
43.999999999988155 -3582773.6754360674 298.07510458670333 148.37410801535628 1.8562200248406568 97.8 37.981196880340576
44.999999999985825 -3582296.633952313 300.2737592214683 148.37410801535628 1.8562200248406568 97.9 38.84276247024536
45.999999999983494 -3582111.2361131953 300.99761560197936 148.37410801535628 1.8562200248406568 97.9 39.700143575668335
46.99999999998116 -3581467.4382704087 301.47257071708 148.37410801535628 1.8562200248406568 97.9 40.605384349823
47.99999999997883 -3582086.8220709143 298.80571263764404 148.37410801535628 1.8562200248406568 97.7 41.567134618759155
48.9999999999765 -3582474.395342972 299.77137284571785 148.37410801535628 1.8562200248406568 97.8 42.42366552352905
49.99999999997417 -3582361.8080116007 301.21697231277386 148.37410801535628 1.8562200248406568 97.8 43.28253221511841
50.99999999997184 -3582346.7439227733 302.6490383323196 148.37410801535628 1.8562200248406568 97.8 44.17920660972595
51.99999999996951 -3582181.0497013144 300.7894770932303 148.37410801535628 1.8562200248406568 97.8 45.03824734687805
52.99999999996718 -3582061.7721004575 297.82195660098114 148.37410801535628 1.8562200248406568 97.9 45.896533250808716
53.99999999996485 -3582279.394735766 301.05501740857727 148.37410801535628 1.8562200248406568 97.8 46.84475374221802
54.99999999996252 -3582991.0138757434 303.5340332604273 148.37410801535628 1.8562200248406568 97.8 47.700897216796875
55.99999999996019 -3582601.9896143414 300.77357718942187 148.37410801535628 1.8562200248406568 97.9 48.559956312179565
56.99999999995786 -3582422.458612058 300.79794780406337 148.37410801535628 1.8562200248406568 97.9 49.41562032699585
57.99999999995553 -3582651.3141688574 300.7716906895066 148.37410801535628 1.8562200248406568 97.9 50.31496739387512
58.9999999999532 -3582575.8164170883 298.66370625224783 148.37410801535628 1.8562200248406568 97.9 51.17591381072998
59.999999999950866 -3582893.942397005 300.5240033719913 148.37410801535628 1.8562200248406568 97.8 52.14540481567383
60.999999999948535 -3582362.6861553537 300.0223844029912 148.37410801535628 1.8562200248406568 97.7 53.050307512283325
61.999999999946205 -3582145.1291168397 301.56895189817175 148.37410801535628 1.8562200248406568 97.8 53.90702223777771
62.999999999943874 -3582849.758448639 302.632088987139 148.37410801535628 1.8562200248406568 97.8 54.76659393310547
63.999999999941544 -3582577.96224372 301.39197166339034 148.37410801535628 1.8562200248406568 97.9 55.62307929992676
64.99999999994631 -3582486.9519759025 296.57155252231456 148.37410801535628 1.8562200248406568 97.8 56.52087903022766
65.99999999995109 -3583062.722859042 298.9978438001531 148.37410801535628 1.8562200248406568 97.8 57.4161012172699
66.99999999995586 -3583025.5727844047 298.9420014910261 148.37410801535628 1.8562200248406568 97.9 58.274155378341675
67.99999999996064 -3583049.763074073 299.54967015963354 148.37410801535628 1.8562200248406568 97.8 59.180025815963745
68.99999999996541 -3582883.808744537 301.0303597550052 148.37410801535628 1.8562200248406568 97.9 60.037062883377075
69.99999999997019 -3582430.481341774 298.2767346792247 148.37410801535628 1.8562200248406568 97.9 60.89855885505676
70.99999999997496 -3582098.9154958464 297.4385029145196 148.37410801535628 1.8562200248406568 97.9 61.75518989562988
71.99999999997974 -3582422.329635607 301.68905036453896 148.37410801535628 1.8562200248406568 97.8 62.74829959869385
72.99999999998451 -3582127.8341848715 298.67744690555793 148.37410801535628 1.8562200248406568 97.8 63.60583519935608
73.99999999998929 -3581818.8620909527 302.5065672941208 148.37410801535628 1.8562200248406568 97.8 64.4629590511322
74.99999999999406 -3582454.8937645517 301.1653816186635 148.37410801535628 1.8562200248406568 97.8 65.36522793769836
75.99999999999883 -3582396.8461508965 300.0151140647339 148.37410801535628 1.8562200248406568 97.9 66.22321796417236
77.00000000000361 -3582289.548802599 300.6744531600121 148.37410801535628 1.8562200248406568 97.9 67.08522295951843
78.00000000000838 -3582380.9328354667 298.82772268869525 148.37410801535628 1.8562200248406568 97.9 67.97882604598999
79.00000000001316 -3582934.182448691 300.9064869911732 148.37410801535628 1.8562200248406568 97.8 68.88180327415466
80.00000000001793 -3582338.6863176688 299.09081313807235 148.37410801535628 1.8562200248406568 97.9 69.74062132835388
81.00000000002271 -3581704.0623413995 301.0459249909694 148.37410801535628 1.8562200248406568 97.9 70.59917831420898
82.00000000002748 -3582778.0072641955 301.02673786429943 148.37410801535628 1.8562200248406568 97.9 71.50228381156921
83.00000000003226 -3583164.186104657 301.48777378665636 148.37410801535628 1.8562200248406568 97.9 72.36161804199219
