#"Time (ps)" "Potential Energy (kJ/mole)" "Temperature (K)" "Box Volume (nm^3)" "Density (g/mL)" "Speed (ns/day)" "Elapsed Time (s)"
9.99999999999998 2.921822568900839e+45 1.9781264133206242e+20 148.37410801535628 1.8563965158837346 0 0.0007131099700927734
20.000000000000014 4.827313572836152e+46 3.9872552808536886e+20 148.37410801535628 1.8563965158837346 1.3e+03 0.665165901184082
30.000000000000156 2.4551396422404206e+47 6.041271490514113e+20 148.37410801535628 1.8563965158837346 1.25e+03 1.3863048553466797
40.0000000000003 7.857543210426152e+47 8.106170020358327e+20 148.37410801535628 1.8563965158837346 1.26e+03 2.052760124206543
50.00000000000044 1.900480123963026e+48 1.0047907312585926e+21 148.37410801535628 1.8563965158837346 1.25e+03 2.772279977798462
60.00000000000058 3.8938760729985256e+48 1.2007517697729812e+21 148.37410801535628 1.8563965158837346 1.26e+03 3.4400997161865234
70.0000000000003 7.168019808432422e+48 1.3900805321420324e+21 148.37410801535628 1.8563965158837346 1.24e+03 4.177666425704956
79.99999999999973 1.210884884324127e+49 1.5876642530760183e+21 148.37410801535628 1.8563965158837346 1.23e+03 4.899535655975342
89.99999999999916 1.9361527272233038e+49 1.7810542131215757e+21 148.37410801535628 1.8563965158837346 1.24e+03 5.5664050579071045
99.9999999999986 2.9539410975908125e+49 1.9914152296506088e+21 148.37410801535628 1.8563965158837346 1.25e+03 6.233273983001709
109.99999999999802 4.3569536503443307e+49 2.1830648059404631e+21 148.37410801535628 1.8563965158837346 1.25e+03 6.898937702178955
119.99999999999746 6.271413413704525e+49 2.3811123702299796e+21 148.37410801535628 1.8563965158837346 1.25e+03 7.609004259109497
129.9999999999969 8.57430091846222e+49 2.596055176971446e+21 148.37410801535628 1.8563965158837346 1.25e+03 8.275803565979004
139.99999999999633 1.1542352783560216e+50 2.8032118942952514e+21 148.37410801535628 1.8563965158837346 1.26e+03 8.939727783203125
149.99999999999577 1.5214016915656664e+50 3.007434943776166e+21 148.37410801535628 1.8563965158837346 1.24e+03 9.75830602645874
159.9999999999952 1.98392373042827e+50 3.207954052473977e+21 148.37410801535628 1.8563965158837346 1.24e+03 10.42473554611206
169.99999999999463 2.3273306626951277e+50 3.409942332446802e+21 148.37410801535628 1.8563965158837346 1.25e+03 11.092678785324097
179.99999999999406 2.9414222242970017e+50 3.5767951597681115e+21 148.37410801535628 1.8563965158837346 1.25e+03 11.758115768432617
189.9999999999935 3.67693861936186e+50 3.7737113789733625e+21 148.37410801535628 1.8563965158837346 1.25e+03 12.471295595169067
199.99999999999292 4.512860316707127e+50 3.972400956365516e+21 148.37410801535628 1.8563965158837346 1.25e+03 13.139260292053223
209.99999999999235 5.4555200069694e+50 4.1854656916342954e+21 148.37410801535628 1.8563965158837346 1.25e+03 13.80305004119873
219.9999999999918 6.540712518723133e+50 4.3801947920073894e+21 148.37410801535628 1.8563965158837346 1.25e+03 14.516165971755981
229.99999999999122 7.776277369106101e+50 4.590328785899776e+21 148.37410801535628 1.8563965158837346 1.25e+03 15.191320180892944
