#"Time (ps)" "Potential Energy (kJ/mole)" "Temperature (K)" "Box Volume (nm^3)" "Density (g/mL)" "Speed (ns/day)" "Elapsed Time (s)"
0.00999999999999976 -3594391.6441355376 263.2525850650036 148.37410801535628 1.8563965158837346 0 0.0005881786346435547
0.019999999999999355 -3594526.9219701597 265.00982789103546 148.37410801535628 1.8563965158837346 0.515 1.676607608795166
0.029999999999998948 -3590052.2247936707 239.57157028809198 148.37410801535628 1.8563965158837346 0.505 3.419651985168457
0.040000000000001576 -3593651.3008328592 262.4744452069171 148.37410801535628 1.8563965158837346 0.507 5.113336086273193
0.05000000000000464 -3591680.0615632012 252.10137795701414 148.37410801535628 1.8563965158837346 0.504 6.858363628387451
0.0600000000000077 -3590748.2914830325 247.38765305912597 148.37410801535628 1.8563965158837346 0.506 8.538699626922607
0.07000000000000556 -3591802.6945027215 255.77763455602948 148.37410801535628 1.8563965158837346 0.507 10.225188255310059
0.08000000000000168 -3590963.695699312 252.05253504861614 148.37410801535628 1.8563965158837346 0.502 12.040677070617676
0.0899999999999978 -3593280.9977464117 266.4395432748197 148.37410801535628 1.8563965158837346 0.504 13.7214515209198
0.09999999999999393 -3590194.612936056 248.6814765946956 148.37410801535628 1.8563965158837346 0.505 15.410621643066406
0.10999999999999005 -3592214.8791199997 261.7049272950279 148.37410801535628 1.8563965158837346 0.505 17.106366634368896
0.11999999999998617 -3589681.7912495346 247.92978559941912 148.37410801535628 1.8563965158837346 0.504 18.840229749679565
0.12999999999998924 -3592021.582380842 263.05575844166776 148.37410801535628 1.8563965158837346 0.505 20.525831699371338
0.13999999999999924 -3590164.2884006607 253.5119947945607 148.37410801535628 1.8563965158837346 0.496 22.651710033416748
0.15000000000000924 -3591492.595275416 262.5386782552067 148.37410801535628 1.8563965158837346 0.496 24.37834906578064
0.16000000000001924 -3590369.93643651 256.8137578627895 148.37410801535628 1.8563965158837346 0.497 26.072947025299072
0.17000000000002924 -3590183.116894037 256.61709217431024 148.37410801535628 1.8563965158837346 0.497 27.811809301376343
0.18000000000003924 -3590267.2147759204 258.22597635056513 148.37410801535628 1.8563965158837346 0.498 29.498329162597656
0.19000000000004924 -3589862.779959874 256.56184328977525 148.37410801535628 1.8563965158837346 0.498 31.251315116882324
0.20000000000005924 -3590353.0477666077 260.5558709878762 148.37410801535628 1.8563965158837346 0.498 32.99151420593262
0.21000000000006924 -3589396.3807821614 255.60738890781948 148.37410801535628 1.8563965158837346 0.498 34.68469548225403
0.22000000000007924 -3590835.1658649603 264.8374450747761 148.37410801535628 1.8563965158837346 0.498 36.42141366004944
0.23000000000008924 -3590074.130511759 261.62039537266617 148.37410801535628 1.8563965158837346 0.497 38.21902537345886
0.24000000000009925 -3590140.72944687 262.6884214779698 148.37410801535628 1.8563965158837346 0.498 39.89725399017334
0.25000000000010925 -3589191.7463895995 257.5134470288044 148.37410801535628 1.8563965158837346 0.499 41.58356976509094
0.26000000000011925 -3589615.4899213463 261.22305369311823 148.37410801535628 1.8563965158837346 0.498 43.341349601745605
0.27000000000012925 -3589274.7894980717 260.03007487205315 148.37410801535628 1.8563965158837346 0.499 45.03196430206299
0.28000000000013925 -3589833.63636388 264.1400132821087 148.37410801535628 1.8563965158837346 0.499 46.72204947471619
0.29000000000014925 -3589702.2692321786 263.8841309262329 148.37410801535628 1.8563965158837346 0.499 48.51953935623169
0.30000000000015925 -3590003.4949904676 266.80562396883073 148.37410801535628 1.8563965158837346 0.499 50.210145235061646
0.31000000000016925 -3588764.795636903 260.6296670727412 148.37410801535628 1.8563965158837346 0.499 51.900307178497314
0.32000000000017925 -3588575.4180389894 259.8361787375078 148.37410801535628 1.8563965158837346 0.5 53.62145113945007
0.33000000000018925 -3588219.0780566824 258.6060547158942 148.37410801535628 1.8563965158837346 0.499 55.36370801925659
0.34000000000019925 -3589519.938381755 267.86675468217516 148.37410801535628 1.8563965158837346 0.5 57.0554256439209
0.35000000000020925 -3588462.1590979695 261.80060394101895 148.37410801535628 1.8563965158837346 0.5 58.76689553260803
0.36000000000021926 -3589218.129655395 267.7583707168361 148.37410801535628 1.8563965158837346 0.5 60.5021710395813
0.37000000000022926 -3588053.9085430894 261.4195539942412 148.37410801535628 1.8563965158837346 0.5 62.198766231536865
0.38000000000023926 -3589421.220271094 269.9834202788516 148.37410801535628 1.8563965158837346 0.5 63.90369415283203
0.39000000000024926 -3588471.6747262143 265.5894310449648 148.37410801535628 1.8563965158837346 0.5 65.59864091873169
0.40000000000025926 -3588958.3851724667 268.46964118061607 148.37410801535628 1.8563965158837346 0.5 67.33308219909668
0.41000000000026926 -3587855.793198861 263.2236132542877 148.37410801535628 1.8563965158837346 0.5 69.15130615234375
0.42000000000027926 -3588728.147729706 269.35702061320256 148.37410801535628 1.8563965158837346 0.5 70.84286856651306
0.43000000000028926 -3588020.504129499 266.12334995287415 148.37410801535628 1.8563965158837346 0.5 72.57919764518738
0.44000000000029926 -3588265.0766589697 268.24882181198967 148.37410801535628 1.8563965158837346 0.5 74.3102924823761
0.45000000000030926 -3588164.3740063603 268.1811804920214 148.37410801535628 1.8563965158837346 0.5 75.99706721305847
0.46000000000031926 -3588457.491866549 270.79886468982886 148.37410801535628 1.8563965158837346 0.5 77.68271899223328
0.47000000000032927 -3587878.172572391 268.2557727857867 148.37410801535628 1.8563965158837346 0.5 79.42759943008423
0.48000000000033927 -3587642.9381068614 267.60205412652124 148.37410801535628 1.8563965158837346 0.501 81.12587761878967
