#"Time (ps)" "Potential Energy (kJ/mole)" "Temperature (K)" "Box Volume (nm^3)" "Density (g/mL)" "Speed (ns/day)" "Elapsed Time (s)"
1.0000000000000007 1.3791444470892926e+37 1.9281529118264799e+18 148.37410801535628 1.8563965158837346 0 0.0007026195526123047
2.0000000000000013 2.6266745806896357e+38 3.9417749196845025e+18 148.37410801535628 1.8563965158837346 129 0.6674091815948486
2.99999999999998 1.4054267412915205e+39 5.888374993064459e+18 148.37410801535628 1.8563965158837346 125 1.3867199420928955
3.9999999999999587 4.571648313414464e+39 7.839595433094184e+18 148.37410801535628 1.8563965158837346 127 2.0480377674102783
4.999999999999938 1.1599309057668795e+40 9.969392955915293e+18 148.37410801535628 1.8563965158837346 125 2.7609684467315674
5.9999999999999165 2.361660542979546e+40 1.2049833945943597e+19 148.37410801535628 1.8563965158837346 126 3.425628900527954
6.999999999999895 4.1827348574560167e+40 1.4179793239380748e+19 148.37410801535628 1.8563965158837346 127 4.089461803436279
7.999999999999874 7.079397071453239e+40 1.6196843884090112e+19 148.37410801535628 1.8563965158837346 126 4.805882453918457
8.999999999999853 1.1215198959755361e+41 1.8284629245667056e+19 148.37410801535628 1.8563965158837346 126 5.472254037857056
9.999999999999831 1.7312085235709375e+41 2.0257297564845203e+19 148.37410801535628 1.8563965158837346 127 6.135775089263916
10.99999999999981 2.5393936278963845e+41 2.2225826269216862e+19 148.37410801535628 1.8563965158837346 127 6.800771236419678
11.999999999999789 3.619907191048828e+41 2.429162991169352e+19 148.37410801535628 1.8563965158837346 127 7.511440753936768
12.999999999999767 5.116921888373591e+41 2.639532373242099e+19 148.37410801535628 1.8563965158837346 126 8.206627368927002
13.999999999999746 7.051845742161293e+41 2.848736898159819e+19 148.37410801535628 1.8563965158837346 127 8.86923336982727
14.999999999999725 9.406074277996958e+41 3.0683656398218703e+19 148.37410801535628 1.8563965158837346 126 9.577050924301147
15.999999999999703 1.1998896937835275e+42 3.2684360618061816e+19 148.37410801535628 1.8563965158837346 127 10.240074634552002
