#"Time (ps)" "Potential Energy (kJ/mole)" "Temperature (K)" "Box Volume (nm^3)" "Density (g/mL)" "Speed (ns/day)" "Elapsed Time (s)"
9.999999999999831 2.125639975134591e+37 1.0144172296594094e+18 148.37410801535628 1.8563965158837346 0 0.0003573894500732422
20.000000000000327 2.030577117372493e+37 1.008635354702745e+18 148.37410801535628 1.8563965158837346 297 2.9134669303894043
30.00000000000189 2.22271142228786e+37 9.960655058242278e+17 148.37410801535628 1.8563965158837346 299 5.781238794326782
40.00000000000061 2.018207551527077e+37 9.92749950715996e+17 148.37410801535628 1.8563965158837346 300 8.644750595092773
49.99999999999862 2.303958137390307e+37 1.0088907193248822e+18 148.37410801535628 1.8563965158837346 299 11.553911209106445
59.99999999999663 2.2641895857979714e+37 1.0169246903164724e+18 148.37410801535628 1.8563965158837346 300 14.41067624092102
69.9999999999989 2.1853965228290305e+37 1.002179354919092e+18 148.37410801535628 1.8563965158837346 300 17.273372411727905
80.00000000000402 2.1449792815115404e+37 1.0021682642668154e+18 148.37410801535628 1.8563965158837346 300 20.179682970046997
90.00000000000914 2.3135454889432595e+37 9.721681653364828e+17 148.37410801535628 1.8563965158837346 299 23.087341785430908
100.00000000001425 2.388958957619033e+37 1.0065976132764442e+18 148.37410801535628 1.8563965158837346 300 25.9573814868927
