#"Time (ps)" "Potential Energy (kJ/mole)" "Temperature (K)" "Box Volume (nm^3)" "Density (g/mL)" "Speed (ns/day)" "Elapsed Time (s)"
1.0000000000000007 -3585718.1316428836 281.5750478320792 148.37410801535628 1.8563965158837346 0 0.00038695335388183594
1.9999999999998905 -3583462.222336328 291.5090269653653 148.37410801535628 1.8563965158837346 51 1.6938750743865967
2.9999999999997806 -3582780.8591294684 298.18716362367513 148.37410801535628 1.8563965158837346 51 3.3895509243011475
3.9999999999996705 -3583200.552158517 297.4751136622895 148.37410801535628 1.8563965158837346 50.9 5.0973591804504395
5.000000000000004 -3583036.841506554 299.9128006677214 148.37410801535628 1.8563965158837346 50.5 6.838764429092407
6.000000000000338 -3582524.0060316157 300.96930320021335 148.37410801535628 1.8563965158837346 50.7 8.5289888381958
7.000000000000672 -3581350.4336391008 299.62492018545413 148.37410801535628 1.8563965158837346 50.2 10.322091341018677
8.000000000001005 -3582261.9642314897 302.89985944556616 148.37410801535628 1.8563965158837346 50.1 12.071289777755737
9.000000000000451 -3581975.7962312754 300.3099699144905 148.37410801535628 1.8563965158837346 50.2 13.76513123512268
9.999999999999897 -3582699.76897408 299.8604741118048 148.37410801535628 1.8563965158837346 50.2 15.495466232299805
